"pair_key","target_pair","method","method_key","source_seed","within_seed_rank","compound_id","canonical_smiles","predicted_target_1","predicted_target_2","min_predicted_activity","mean_predicted_activity","qed","sa","logp","source_file","BRD4","EGFR","PARP1","VEGFR2","target_1_vina","target_2_vina","dual_worst_vina","dual_mean_vina","dual_pass","nearest_train_similarity","average_novelty_1_minus_tanimoto","exact_training_structure_novel"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","50","6","RNV_AS50_06","CCCOc1cc(CCOc2ccc(NC)nn2)ncn1","6.853374777999992","6.885444596499989","6.853374777999992","6.86940968724999","0.791853077518845","2.634763166459912","1.7185999999999997","results/baselines/reinvent4/formal_10240_seed50/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.7","","-7.8","-6.7","-7.8","-6.7","-7.25","False","0.4444444444444444","0.5555555555555556","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","50","7","RNV_AS50_07","COc1cc(NCc2ccccn2)cnc1CN1CCNC1=O","7.087259658702389","6.842840036000011","6.842840036000011","6.9650498473512","0.8470417838229767","2.58931818858807","1.6224999999999998","results/baselines/reinvent4/formal_10240_seed50/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.0","","-8.4","-7.0","-8.4","-7.0","-7.7","True","0.4915254237288136","0.5084745762711864","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","50","8","RNV_AS50_08","Cn1ncc2ccccc2c1=NS(N)(=O)=O","6.908873869799996","6.835619607000017","6.835619607000017","6.872246738400007","0.7376378880214077","2.848469454369312","-0.3225000000000002","results/baselines/reinvent4/formal_10240_seed50/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.5","","-6.9","-6.5","-6.9","-6.5","-6.7","False","0.425531914893617","0.574468085106383","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","50","9","RNV_AS50_09","CNc1cc(C(=O)Nc2cccc(S(C)(=O)=O)c2)ccn1","6.833064632183326","7.295232079666674","6.833064632183326","7.064148355925","0.8986330154233159","1.9718083419175816","1.7791","results/baselines/reinvent4/formal_10240_seed50/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.5","","-8.4","-7.5","-8.4","-7.5","-7.95","True","0.6888888888888889","0.3111111111111111","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","50","10","RNV_AS50_10","CCN1CCN(c2cnc(Nc3ccccn3)cn2)CC1","7.23103006033334","6.828666768000008","6.828666768000008","7.029848414166674","0.9229756777754178","2.2420210397870086","1.7571","results/baselines/reinvent4/formal_10240_seed50/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.8","","-7.5","-6.8","-7.5","-6.8","-7.15","False","0.5","0.5","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","1","RNV_AS51_01","CCc1nnc(Nc2cnccn2)cc1OC","7.0003509076499935","6.988474692000002","6.988474692000002","6.994412799824998","0.8608146584176823","2.6767296901608084","1.5811999999999995","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.2","","-6.9","-6.2","-6.9","-6.2","-6.550000000000001","False","0.42","0.5800000000000001","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","2","RNV_AS51_02","Nc1ccnc(C(=O)NCC2CCCCC2)c1","6.932239652966666","7.00371958875","6.932239652966666","6.967979620858333","0.8383569584844556","2.062093269438673","1.9739","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.2","","-8.5","-7.2","-8.5","-7.2","-7.85","True","0.6595744680851063","0.34042553191489366","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","3","RNV_AS51_03","CC(C)N(Cc1ccn(C)n1)C(=O)Nc1nccc2ccccc12","6.94833640886667","6.926091487000035","6.926091487000035","6.937213947933353","0.80005923765527","2.4903850664334577","3.410800000000002","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.7","","-8.3","-7.7","-8.3","-7.7","-8.0","True","0.484375","0.515625","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","4","RNV_AS51_04","CNS(=O)(=O)c1cc(NC(C)=O)ccn1","6.892680790123808","7.137626237600001","6.892680790123808","7.015153513861904","0.7601223160098788","2.3256061957269942","-0.0519000000000005","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.1","","-6.9","-6.1","-6.9","-6.1","-6.5","False","0.5","0.5","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","5","RNV_AS51_05","CNC(C)c1ccnc(CNC(=O)N2CCc3ccccc32)c1","6.879405623916648","7.260358820000007","6.879405623916648","7.069882221958327","0.9125379658761188","2.7434337529841013","2.6343000000000005","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.8","","-9.5","-7.8","-9.5","-7.8","-8.65","True","0.5737704918032787","0.42622950819672134","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","6","RNV_AS51_06","CC(NCc1cccnc1)c1cccc(NC(=O)NCc2ccccn2)c1","6.860028950202383","6.843211529000002","6.843211529000002","6.851620239601193","0.6001303044169517","2.5132013793980814","3.6491000000000016","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.1","","-10.3","-8.1","-10.3","-8.1","-9.2","True","0.6785714285714286","0.3214285714285714","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","7","RNV_AS51_07","CC(C)(CO)N1CCN(C(=O)c2nccc3cnccc23)CC1","6.832209747333348","6.83260573680003","6.832209747333348","6.832407742066689","0.9204532752314576","2.56108462504484","1.1584999999999992","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.9","","-7.9","-7.9","-7.9","-7.9","-7.9","True","0.5283018867924528","0.4716981132075472","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","8","RNV_AS51_08","CC(NCC1c2ccccc2CN1C(C)Nc1ccccn1)N1CCCCC1","6.828946312235704","6.846934008499999","6.828946312235704","6.837940160367852","0.765631981003097","3.850772785938529","3.8179000000000025","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-9.1","-8.0","-9.1","-8.0","-8.55","True","0.37142857142857144","0.6285714285714286","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","9","RNV_AS51_09","Cc1cccc(C(=O)NCCc2ccnc(C(F)F)c2)n1","6.8057278099","7.194005657466672","6.8057278099","6.999866733683335","0.9211722982417798","2.319334624343512","2.695120000000001","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.5","","-9.1","-7.5","-9.1","-7.5","-8.3","True","0.6078431372549019","0.3921568627450981","True"
"pairA","EGFR/VEGFR2","REINVENT4","reinvent4","51","10","RNV_AS51_10","Clc1ccc(-c2ccc(Nc3ncccn3)nc2)cc1","6.92807850883335","6.787386525999984","6.787386525999984","6.857732517416666","0.7904963744612046","1.964092848846457","3.9356000000000018","results/baselines/reinvent4/formal_10240_seed51/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-9.6","-8.0","-9.6","-8.0","-8.8","True","0.47619047619047616","0.5238095238095238","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","1","DRX_AS42_01","CC(C(=O)Nc1cc(Cl)ccc1F)n1nc(-c2ccco2)oc1=O","7.240629192749997","7.485679063000007","7.240629192749997","7.363154127875002","0.7796391156056396","2.8771631998232685","3.0885000000000007","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.7","","-9.9","-7.7","-9.9","-7.7","-8.8","True","0.8392857142857143","0.1607142857142857","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","2","DRX_AS42_02","Cc1ccsc1CNC(=O)Nc1ccnc(C(=O)N(C)C)c1","7.747901935633307","7.231359725183332","7.231359725183332","7.48963083040832","0.9092225901913692","2.33610973801904","2.4750200000000007","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.0","","-8.2","-7.0","-8.2","-7.0","-7.6","True","0.6851851851851852","0.31481481481481477","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","3","DRX_AS42_03","O=C(Nc1cccc(N2CCOC2=O)c1)c1ccnc2ccccc12","7.068561454316666","7.25688687400001","7.068561454316666","7.1627241641583375","0.7967931558540784","2.0664137230048816","3.4437000000000024","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-9.3","","-10.7","-9.3","-10.7","-9.3","-10.0","True","0.6785714285714286","0.3214285714285714","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","4","DRX_AS42_04","Cc1cc(NC(=O)c2sc(-c3ccco3)nc2C)ccn1","7.027642303183332","7.1938712524666615","7.027642303183332","7.110756777824997","0.800934792804559","2.2956482358167847","3.6672400000000014","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.3","","-8.9","-7.3","-8.9","-7.3","-8.1","True","0.7346938775510204","0.26530612244897955","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","5","DRX_AS42_05","COCC(C)NC(=O)c1cc(-c2ccco2)nc2c1cnn2C","7.011275384166659","7.288334293000006","7.011275384166659","7.149804838583332","0.7785776689699214","2.839250654544079","1.993","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.6","","-7.8","-7.6","-7.8","-7.6","-7.699999999999999","True","0.8166666666666667","0.18333333333333335","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","6","DRX_AS42_06","Cc1cccc(Nc2ccc(S(=O)(=O)N3CCCC3)cn2)n1","7.4073071246666915","6.9963805139999975","6.9963805139999975","7.2018438193333445","0.9360546034129724","2.150723357186756","2.3131200000000005","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.4","","-9.5","-7.4","-9.5","-7.4","-8.45","True","0.9761904761904762","0.023809523809523836","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","7","DRX_AS42_07","Cc1ccsc1C(=O)N1CCC(C(=O)Nc2cccnc2)CC1","7.1264706410999885","6.990724280000017","6.990724280000017","7.058597460550002","0.9415473106117748","2.090139073673134","2.942420000000001","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-8.9","-8.0","-8.9","-8.0","-8.45","True","0.7647058823529411","0.23529411764705888","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","8","DRX_AS42_08","O=c1[nH]c(Nc2nccs2)nc2c1CCCC2","7.083748605583339","6.911934797","6.911934797","6.997841701291669","0.8505052249654876","2.797603504917479","1.8488","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.9","","-8.0","-6.9","-8.0","-6.9","-7.45","False","0.6","0.4","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","9","DRX_AS42_09","Cc1ccnc(Nc2ccc(NC(=O)CC3CCCO3)cc2Cl)n1","6.90943807653336","7.081746962666677","6.90943807653336","6.995592519600018","0.8630558035557867","2.664620155845832","3.6896200000000015","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.7","","-9.4","-7.7","-9.4","-7.7","-8.55","True","0.5294117647058824","0.47058823529411764","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","42","10","DRX_AS42_10","CC(c1cccnc1)N1CCN(C(=O)Cc2cn3ccsc3n2)CC1","7.3351196971333135","6.907739098000005","6.907739098000005","7.12142939756666","0.7202114814049392","2.9877631585185505","2.2387000000000006","results/baselines/drugex_v2/formal_10240_seed42/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.4","","-8.3","-7.4","-8.3","-7.4","-7.8500000000000005","True","0.6307692307692307","0.36923076923076925","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","1","DRX_AS43_01","O=C(NCCc1csc(N2CCCC2)n1)c1cc(-c2ccco2)n[nH]1","7.028835392816659","7.1047503875000295","7.028835392816659","7.066792890158345","0.708195879322917","2.560166620792028","2.698900000000001","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.6","","-9.2","-7.6","-9.2","-7.6","-8.399999999999999","True","0.6","0.4","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","2","DRX_AS43_02","Cc1ccnc(NC(=O)c2cc(C(C)C)nc3c2cnn3C(C)C)c1","6.997978943633325","7.398178320000012","6.997978943633325","7.198078631816669","0.7779877676766129","2.449775650892361","4.091320000000003","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.2","","-9.8","-8.2","-9.8","-8.2","-9.0","True","0.8113207547169812","0.18867924528301883","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","3","DRX_AS43_03","CC(C)NC(=O)C(C)N1CCN(C(=O)c2c[nH]c(=O)cn2)CC1","7.554804820999975","6.991254359000002","6.991254359000002","7.273029589999989","0.7745486866988124","2.862491195541544","-0.5591999999999984","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.1","","-7.2","-7.1","-7.2","-7.1","-7.15","True","0.5357142857142857","0.4642857142857143","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","4","DRX_AS43_04","CC(C)n1cc2cc(N3CCCC3)cc(NC(=O)c3ccco3)c2n1","6.951648501566657","6.940090953000008","6.940090953000008","6.945869727283332","0.7789462815188757","2.585224313099719","4.062700000000003","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.1","","-8.9","-8.1","-8.9","-8.1","-8.5","True","0.5","0.5","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","5","DRX_AS43_05","O=C(Cn1ccc(-c2ccco2)n1)Nc1ccc(F)cc1Cl","6.935512645133333","7.237620787266668","6.935512645133333","7.0865667162","0.7993396518351604","2.1974991813625824","3.574300000000002","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.3","","-9.1","-7.3","-9.1","-7.3","-8.2","True","0.6206896551724138","0.3793103448275862","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","6","DRX_AS43_06","COC(=O)c1cc(NC(=O)NCc2nnc3n2CCC3)ccc1F","6.9306424395166655","7.043011959499993","6.9306424395166655","6.98682719950833","0.8258340072043355","2.283647736116716","1.4716999999999991","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.7","","-9.3","-7.7","-9.3","-7.7","-8.5","True","0.7636363636363637","0.23636363636363633","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","7","DRX_AS43_07","Cc1nc(C(C)C)sc1C(=O)Nc1ccc2c(C)nn(C)c2c1","6.929026283083325","7.055492774999999","6.929026283083325","6.992259529041663","0.7896567340680761","2.4078738389079","4.0223400000000025","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.7","","-9.7","-7.7","-9.7","-7.7","-8.7","True","0.6153846153846154","0.3846153846153846","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","8","DRX_AS43_08","CC(C)c1ccc2c(=O)c(S(=O)(=O)N(C)Cc3nccs3)c[nH]c2n1","7.070038904166662","6.927559622500026","6.927559622500026","6.9987992633333445","0.7349417120283795","2.9580639452067423","2.3237000000000005","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.9","","-7.6","-6.9","-7.6","-6.9","-7.25","False","0.417910447761194","0.582089552238806","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","9","DRX_AS43_09","COC(=O)CCn1ccc(=O)c2ccc(-c3csc(C(C)C)n3)cc21","6.918350565333328","7.071198921999997","6.918350565333328","6.994774743666662","0.6523071659665959","2.4821732141986192","3.8115000000000014","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-8.5","-8.0","-8.5","-8.0","-8.25","True","0.5689655172413793","0.43103448275862066","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","43","10","DRX_AS43_10","COc1cc(CCNC(=O)NCc2cc(Cl)ccn2)ccc1C","6.918027125183331","7.231429483666668","6.918027125183331","7.074728304424999","0.8534921979708108","2.0884749209028275","3.0939200000000016","results/baselines/drugex_v2/formal_10240_seed43/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.1","","-9.5","-7.1","-9.5","-7.1","-8.3","True","0.6491228070175439","0.3508771929824561","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","1","DRX_AS44_01","Cc1cc(NC(=O)c2ccc(NC(=O)c3sccc3C)cc2)ccn1","7.504982763616634","7.335572620633341","7.335572620633341","7.420277692124987","0.7374542984255535","2.0109725796219298","4.264540000000003","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-9.7","-8.0","-9.7","-8.0","-8.85","True","0.6666666666666666","0.33333333333333337","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","2","DRX_AS44_02","Cc1cc(C)n(C(C)C(=O)NC(c2ccncc2)C(C)C)n1","7.269379634749999","7.32129449916667","7.269379634749999","7.295337066958334","0.9231946657584994","3.102678171413981","2.9694400000000014","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.8","","-7.1","-6.8","-7.1","-6.8","-6.949999999999999","False","0.56","0.43999999999999995","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","3","DRX_AS44_03","COCCN(CC(C)C)C(=O)Cc1ccnc(OC)c1","7.5941391339999775","7.174750126666683","7.174750126666683","7.384444630333331","0.7279280789946704","2.2762419492375923","1.7636999999999998","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.0","","-6.6","-6.0","-6.6","-6.0","-6.3","False","0.64","0.36","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","4","DRX_AS44_04","Cc1cc(NC(=O)C(C)NC(c2ccccc2)C(C)C)c2ncccc2c1","7.06396660143571","7.241710090500011","7.06396660143571","7.152838345967861","0.6592969212712103","2.8797529623000635","4.8571200000000045","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.1","","-9.0","-8.1","-9.0","-8.1","-8.55","True","0.6727272727272727","0.32727272727272727","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","5","DRX_AS44_05","Cc1c(C(=O)Nc2ccc3ncccc3c2)cnn1-c1nccs1","6.987319234823806","7.037052558000015","6.987319234823806","7.012185896411911","0.6223406026347302","2.3121374193746345","3.437720000000001","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.9","","-9.1","-7.9","-9.1","-7.9","-8.5","True","0.5806451612903226","0.4193548387096774","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","6","DRX_AS44_06","O=C(CCCN1CCOC1=O)NCc1ccnc(OC2CCC2)c1","7.030677278800009","6.974439198666683","6.974439198666683","7.0025582387333465","0.7852499086933442","2.4661190916154343","1.8615","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.7","","-8.8","-6.7","-8.8","-6.7","-7.75","False","0.85","0.15000000000000002","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","7","DRX_AS44_07","CC(NS(=O)(=O)c1cccc2cnccc12)c1ccccc1","7.041782939799998","6.958543703000015","6.958543703000015","7.000163321400007","0.8040722529364309","2.384604450084137","3.274300000000002","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-9.3","-8.0","-9.3","-8.0","-8.65","True","0.8780487804878049","0.12195121951219512","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","8","DRX_AS44_08","CC(C1CC1)N(C)S(=O)(=O)c1cccc2cnccc12","6.980853516466663","6.956894396500018","6.956894396500018","6.968873956483341","0.8695322438768711","2.7883922928842217","2.6538000000000013","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.9","","-7.0","-6.9","-7.0","-6.9","-6.95","False","1.0","0.0","False"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","9","DRX_AS44_09","CC(C)CNC(=O)COc1nncc2ccccc12","6.948921826499995","7.561372591000033","6.948921826499995","7.255147208750014","0.8886155655850785","2.172520738396312","1.7807999999999995","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.1","","-8.4","-7.1","-8.4","-7.1","-7.75","True","1.0","0.0","False"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","44","10","DRX_AS44_10","Cc1cc(C)n2ncc(C(=O)Nc3ccnc(N(C)C)n3)c2n1","6.938834412666674","7.214049279800014","6.938834412666674","7.076441846233344","0.7874643657110456","2.538669099896911","1.4544399999999995","results/baselines/drugex_v2/formal_10240_seed44/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.3","","-9.3","-7.3","-9.3","-7.3","-8.3","True","0.660377358490566","0.339622641509434","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","1","DRX_AS45_01","COc1cc(OC)nc(NC(=O)c2cccc3ccccc23)n1","7.096684982466656","7.322467596700007","7.096684982466656","7.209576289583332","0.8019115052244318","2.0461754373094987","2.899300000000001","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.8","","-9.2","-7.8","-9.2","-7.8","-8.5","True","0.6829268292682927","0.31707317073170727","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","2","DRX_AS45_02","CNc1cc(S(=O)(=O)NC(C)C(=O)N2CCCCC2)ccn1","7.06659488146665","7.417206191966687","7.06659488146665","7.241900536716669","0.8350764079142243","2.7171860750165813","0.8025999999999991","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-6.5","","-8.1","-6.5","-8.1","-6.5","-7.3","False","0.6274509803921569","0.37254901960784315","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","3","DRX_AS45_03","O=C(Nc1nc(-c2ccco2)cs1)N1CCN(CC(F)F)CC1","7.02059952213333","7.026408418000012","7.02059952213333","7.023503970066671","0.928082347719022","2.4526376750717365","2.817700000000001","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.0","","-8.4","-7.0","-8.4","-7.0","-7.7","True","0.5901639344262295","0.4098360655737705","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","4","DRX_AS45_04","O=C(c1c[nH]c(=O)cn1)N1CCC(Oc2cccc(Cl)c2)C1","7.352102379833323","6.996542907666671","6.996542907666671","7.174322643749997","0.9343200393043954","2.8725231314028203","1.7167999999999994","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.3","","-9.3","-7.3","-9.3","-7.3","-8.3","True","0.7192982456140351","0.2807017543859649","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","5","DRX_AS45_05","N#Cc1cccc(CNC(=O)c2c[nH]c(=O)cn2)c1","7.044184884233332","6.982758099999987","6.982758099999987","7.013471492116659","0.8360595301102978","2.306866892242466","0.57158","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.3","","-8.9","-7.3","-8.9","-7.3","-8.1","True","0.6666666666666666","0.33333333333333337","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","6","DRX_AS45_06","Cc1ccc(-c2cc(C(=O)Nc3ccon3)no2)cc1F","6.954482870483328","6.950699447300001","6.950699447300001","6.952591158891664","0.8003455677140774","2.3791036204321703","3.029420000000001","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.3","","-9.8","-8.3","-9.8","-8.3","-9.05","True","0.75","0.25","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","7","DRX_AS45_07","Cc1cc(C)nc(NC(=O)c2cccc(NC(=O)c3ccco3)c2)n1","6.935982533233328","7.207736341000015","6.935982533233328","7.071859437116672","0.7623926849547906","2.0309753965233384","3.191040000000001","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.3","","-10.5","-8.3","-10.5","-8.3","-9.4","True","0.7291666666666666","0.27083333333333337","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","8","DRX_AS45_08","COc1cccc2c(Nc3ccc(C(N)=O)cn3)cccc12","6.918738464666677","7.052383366999986","6.918738464666677","6.985560915833331","0.7746105435411568","1.963409071472471","3.0859000000000005","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-8.0","","-9.5","-8.0","-9.5","-8.0","-8.75","True","0.5172413793103449","0.48275862068965514","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","9","DRX_AS45_09","CCC(C(=O)Nc1nccs1)N1Cc2ccccc2S1(=O)=O","6.910579816916647","7.143270736100016","6.910579816916647","7.026925276508331","0.9260581799892476","3.1708490087512766","2.0647","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.3","","-7.0","-7.3","-7.0","-7.0","-7.15","True","0.6","0.4","True"
"pairA","EGFR/VEGFR2","DrugEx v2","drugex_v2","45","10","DRX_AS45_10","CS(=O)(=O)N1CCC(NC(=O)Nc2ccc3ncccc3c2)CC1","6.906148673959518","6.961989974000001","6.906148673959518","6.93406932397976","0.8843923911765332","2.106349772315811","1.7802999999999998","results/baselines/drugex_v2/formal_10240_seed45/anytime/budget_10240/quality_constrained/quality_annotated_molecules.csv","","-7.9","","-9.0","-7.9","-9.0","-7.9","-8.45","True","0.6792452830188679","0.3207547169811321","True"
