compound_id,nearest_train_similarity,average_novelty_1_minus_tanimoto,exact_training_structure_novel
CLV_AS51_09,0.5303030303030303,0.4696969696969697,True
CLV_AS51_10,0.5,0.5,True
POL_AS42_01,0.7,0.30000000000000004,True
POL_AS42_02,0.4912280701754385,0.5087719298245614,True
POL_AS42_03,0.5185185185185185,0.4814814814814815,True
POL_AS42_04,0.6,0.4,True
POL_AS42_05,0.453125,0.546875,True
POL_AS42_06,0.453125,0.546875,True
POL_AS42_07,0.5576923076923077,0.4423076923076923,True
POL_AS42_08,0.4827586206896552,0.5172413793103448,True
POL_AS42_09,0.8,0.19999999999999996,True
POL_AS42_10,0.43333333333333335,0.5666666666666667,True
POL_AS43_01,0.6346153846153846,0.3653846153846154,True
POL_AS43_02,0.5238095238095238,0.47619047619047616,True
POL_AS43_03,0.5961538461538461,0.40384615384615385,True
POL_AS43_04,0.45161290322580644,0.5483870967741935,True
POL_AS43_05,0.5344827586206896,0.4655172413793104,True
POL_AS43_06,0.5217391304347826,0.4782608695652174,True
POL_AS43_07,0.5671641791044776,0.4328358208955224,True
POL_AS43_08,0.6491228070175439,0.3508771929824561,True
POL_AS43_09,0.7924528301886793,0.2075471698113207,True
POL_AS43_10,0.6885245901639344,0.3114754098360656,True
POL_AS44_01,0.5087719298245614,0.49122807017543857,True
POL_AS44_02,0.4693877551020408,0.5306122448979592,True
POL_AS44_03,0.62,0.38,True
POL_AS44_04,0.6346153846153846,0.3653846153846154,True
POL_AS44_05,0.5,0.5,True
POL_AS44_06,0.4528301886792453,0.5471698113207547,True
POL_AS44_07,0.5185185185185185,0.4814814814814815,True
POL_AS44_08,0.4,0.6,True
POL_AS44_09,0.6153846153846154,0.3846153846153846,True
POL_AS44_10,0.42857142857142855,0.5714285714285714,True
POL_AS45_01,0.4366197183098591,0.563380281690141,True
POL_AS45_02,0.4838709677419355,0.5161290322580645,True
POL_AS45_03,0.7368421052631579,0.26315789473684215,True
POL_AS45_04,0.4393939393939394,0.5606060606060606,True
POL_AS45_05,0.5294117647058824,0.47058823529411764,True
POL_AS45_06,0.4507042253521127,0.5492957746478873,True
POL_AS45_07,0.5873015873015873,0.4126984126984127,True
POL_AS45_08,0.35384615384615387,0.6461538461538461,True
POL_AS45_09,0.6326530612244898,0.36734693877551017,True
POL_AS45_10,0.4626865671641791,0.5373134328358209,True
POL_AS46_01,0.5370370370370371,0.4629629629629629,True
POL_AS46_02,0.4354838709677419,0.5645161290322581,True
POL_AS46_03,0.6458333333333334,0.35416666666666663,True
POL_AS46_04,0.5,0.5,True
POL_AS46_05,0.6956521739130435,0.30434782608695654,True
POL_AS46_06,0.6078431372549019,0.3921568627450981,True
POL_AS46_07,0.4266666666666667,0.5733333333333333,True
POL_AS46_08,0.6274509803921569,0.37254901960784315,True
POL_AS46_09,0.5423728813559322,0.4576271186440678,True
POL_AS46_10,0.5166666666666667,0.4833333333333333,True
POL_AS47_01,0.4558823529411764,0.5441176470588236,True
POL_AS47_02,0.4666666666666667,0.5333333333333333,True
POL_AS47_03,0.4153846153846154,0.5846153846153845,True
POL_AS47_04,0.42592592592592593,0.5740740740740741,True
POL_AS47_05,0.5833333333333334,0.41666666666666663,True
POL_AS47_06,0.4925373134328358,0.5074626865671642,True
POL_AS47_07,0.4153846153846154,0.5846153846153845,True
POL_AS47_08,0.39473684210526316,0.6052631578947368,True
POL_AS47_09,0.5,0.5,True
POL_AS47_10,0.44776119402985076,0.5522388059701493,True
POL_AS48_01,0.4150943396226415,0.5849056603773586,True
POL_AS48_02,0.639344262295082,0.360655737704918,True
POL_AS48_03,0.5818181818181818,0.4181818181818182,True
POL_AS48_04,0.6166666666666667,0.3833333333333333,True
POL_AS48_05,0.5818181818181818,0.4181818181818182,True
POL_AS48_06,0.6086956521739131,0.3913043478260869,True
POL_AS48_07,0.7142857142857143,0.2857142857142857,True
POL_AS48_08,0.4057971014492754,0.5942028985507246,True
POL_AS48_09,0.421875,0.578125,True
POL_AS48_10,0.46938775510204084,0.5306122448979591,True
POL_AS49_01,0.4868421052631579,0.513157894736842,True
POL_AS49_02,0.76,0.24,True
POL_AS49_03,0.6071428571428571,0.3928571428571429,True
POL_AS49_04,0.41975308641975306,0.5802469135802469,True
POL_AS49_05,0.3709677419354839,0.6290322580645161,True
POL_AS49_06,0.5517241379310345,0.4482758620689655,True
POL_AS49_07,0.7142857142857143,0.2857142857142857,True
POL_AS49_08,0.5535714285714286,0.4464285714285714,True
POL_AS49_09,0.5964912280701754,0.4035087719298246,True
POL_AS49_10,0.48148148148148145,0.5185185185185186,True
POL_AS50_01,0.6481481481481481,0.35185185185185186,True
POL_AS50_02,0.5769230769230769,0.42307692307692313,True
POL_AS50_03,0.390625,0.609375,True
POL_AS50_04,0.49295774647887325,0.5070422535211268,True
POL_AS50_05,0.453125,0.546875,True
POL_AS50_06,0.5074626865671642,0.4925373134328358,True
POL_AS50_07,0.4918032786885246,0.5081967213114754,True
POL_AS50_08,0.5178571428571429,0.4821428571428571,True
POL_AS50_09,0.45,0.55,True
POL_AS50_10,0.6129032258064516,0.3870967741935484,True
POL_AS51_01,0.509090909090909,0.49090909090909096,True
POL_AS51_02,0.4923076923076923,0.5076923076923077,True
POL_AS51_03,0.6521739130434783,0.34782608695652173,True
POL_AS51_04,0.6862745098039216,0.3137254901960784,True
POL_AS51_05,0.6153846153846154,0.3846153846153846,True
POL_AS51_06,0.5098039215686274,0.4901960784313726,True
POL_AS51_07,0.6842105263157895,0.3157894736842105,True
POL_AS51_08,0.5645161290322581,0.4354838709677419,True
POL_AS51_09,0.5384615384615384,0.46153846153846156,True
POL_AS51_10,0.6981132075471698,0.30188679245283023,True
RNV_AS42_01,0.5,0.5,True
RNV_AS42_02,0.5,0.5,True
RNV_AS42_03,0.4615384615384615,0.5384615384615385,True
