smiles,pactivity,n_measurements,pactivity_sd,pactivity_min,pactivity_max,first_document_year,last_document_year,n_documents,n_assays,scaffold,pactivity_span
C=CCCn1cc(-c2cc(C(=O)N3CCOCC3)c3nc[nH]c3c2)c2cc[nH]c2c1=O,5.5,2,0.19798989873223286,5.36,5.64,2018,2018,1,2,O=C(c1cc(-c2c[nH]c(=O)c3[nH]ccc23)cc2[nH]cnc12)N1CCOCC1,0.27999999999999936
C=CCCn1cc(-c2cc(C(=O)N3CCOCC3)c3ncn(C)c3c2)c2cc[nH]c2c1=O,5.005,2,0.12020815280171303,4.92,5.09,2018,2018,1,2,O=C(c1cc(-c2c[nH]c(=O)c3[nH]ccc23)cc2[nH]cnc12)N1CCOCC1,0.16999999999999993
C=CCCn1cc(-c2cc(C(=O)N3CCOCC3)c3ncn(CC)c3c2)c2cc[nH]c2c1=O,5.32,2,0.21213203435596445,5.17,5.47,2018,2018,1,2,O=C(c1cc(-c2c[nH]c(=O)c3[nH]ccc23)cc2[nH]cnc12)N1CCOCC1,0.2999999999999998
C=CCCn1cc(-c2cc(F)c(F)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,4.935,2,0.23334523779156074,4.77,5.1,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.33000000000000007
C=CCCn1cc(-c2cc(F)cc(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.609999999999999,2,0.43840620433565924,5.3,5.92,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.6200000000000001
C=CCCn1cc(-c2cc(N)cc(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.86,2,0.6505382386916236,5.4,6.32,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.9199999999999999
C=CCCn1cc(-c2cc(OC(F)F)cc(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.635,2,0.8273149339882605,5.05,6.22,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,1.17
C=CCCn1cc(-c2ccc(C)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.3,2,0.0,5.3,5.3,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.0
C=CCCn1cc(-c2ccc(Cl)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.3,2,0.0,5.3,5.3,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.0
C=CCCn1cc(-c2ccc(F)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.125,2,0.23334523779156074,4.96,5.29,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.33000000000000007
C=CCCn1cc(-c2cccc(C(=O)N(C)C3CCCCC3)c2)c2cc[nH]c2c1=O,5.87,2,0.3535533905932738,5.62,6.12,2018,2018,1,2,O=C(NC1CCCCC1)c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1,0.5
C=CCCn1cc(-c2cccc(C(=O)N(CC)CC)c2)c2cc[nH]c2c1=O,5.99,2,0.24041630560342606,5.82,6.16,2018,2018,1,2,O=c1[nH]cc(-c2ccccc2)c2cc[nH]c12,0.33999999999999986
C=CCCn1cc(-c2cccc(C(=O)N3CCCC3)c2)c2cc[nH]c2c1=O,5.92,2,0.2828427124746193,5.72,6.12,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCCC1,0.40000000000000036
C=CCCn1cc(-c2cccc(C(=O)N3CCN(C)CC3)c2)c2cc[nH]c2c1=O,5.5600000000000005,2,0.36769552621700535,5.3,5.82,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCNCC1,0.5200000000000005
C=CCCn1cc(-c2cccc(C(=O)N3CCN(CCO)CC3)c2)c2cc[nH]c2c1=O,5.4,2,0.14142135623730995,5.3,5.5,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCNCC1,0.20000000000000018
C=CCCn1cc(-c2cccc(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.58,2,0.5939696961966998,5.16,6.0,2018,2018,1,2,O=C(c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.8399999999999999
C=CCCn1cc(-c2cnc(C)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,4.845,2,0.06363961030678918,4.8,4.89,2018,2018,1,2,O=C(c1cncc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.08999999999999986
C=CCCn1cc(-c2cnc(OC)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.045,2,0.03535533905932788,5.02,5.07,2018,2018,1,2,O=C(c1cncc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.05000000000000071
C=CCCn1cc(-c2cnc(OCC)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.16,2,0.05656854249492385,5.12,5.2,2018,2018,1,2,O=C(c1cncc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.08000000000000007
C=CCCn1cc(-c2cncc(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,5.4,2,0.14142135623730995,5.3,5.5,2018,2018,1,2,O=C(c1cncc(-c2c[nH]c(=O)c3[nH]ccc23)c1)N1CCOCC1,0.20000000000000018
C=CCN1C(=O)[C@@H](C)N(C2CCCC2)c2nc(Nc3ccc(C(=O)N4CCC(O)CC4)cc3OC)ccc21,5.35,1,0.0,5.35,5.35,2019,2019,1,1,O=C1CN(C2CCCC2)c2nc(Nc3ccc(C(=O)N4CCCCC4)cc3)ccc2N1,0.0
C=CCOC(=O)NCCCCNc1nc2cc(OC)c(OC)cc2n2c(C)nnc12,7.66,1,0.0,7.66,7.66,2021,2021,1,1,c1ccc2c(c1)ncc1nncn12,0.0
C=CCOC(=O)NCCCCNc1nc2cc(OCCOC)ccc2n2c(C)nnc12,7.85,1,0.0,7.85,7.85,2021,2021,1,1,c1ccc2c(c1)ncc1nncn12,0.0
C=CCn1nc(Nc2ccc(-c3cnn(C)c3)cc2)c2c1CCN(C(C)=O)C2,5.39,1,0.0,5.39,5.39,2017,2017,1,1,c1cc(-c2cn[nH]c2)ccc1Nc1n[nH]c2c1CNCC2,0.0
C=CS(=O)(=O)N(C)c1ccc(Oc2ccc(F)cc2F)c(-c2cc(NC)c(=O)n(C)c2)c1,7.47,1,0.0,7.47,7.47,2021,2021,1,1,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(Nc2ccc(F)cc2F)c(-c2cc(NC)c(=O)n(C)c2)c1,7.96,1,0.0,7.96,7.96,2021,2021,1,1,O=c1ccc(-c2ccccc2Nc2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(OC)c(-c2cc(NC)c(=O)n(C)c2)c1,5.41,1,0.0,5.41,5.41,2021,2021,1,1,O=c1ccc(-c2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(C)cc2)c(-c2cc(NC)c(=O)n(C)c2)c1,7.66,1,0.0,7.66,7.66,2021,2021,1,1,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(C)cc2)c(-c2cn(C)c(=O)c3ccccc23)c1,7.62,1,0.0,7.62,7.62,2021,2021,1,1,O=c1[nH]cc(-c2ccccc2Oc2ccccc2)c2ccccc12,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2)c(-c2cc(NC)c(=O)n(C)c2)c1,7.62,1,0.0,7.62,7.62,2021,2021,1,1,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2)c(-c2cn(C)c(=O)c3ccccc23)c1,7.85,1,0.0,7.85,7.85,2021,2021,1,1,O=c1[nH]cc(-c2ccccc2Oc2ccccc2)c2ccccc12,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2c[nH]c(=O)c(NC)c2)c1,5.42,1,0.0,5.42,5.42,2021,2021,1,1,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(N(C)C)c(=O)n(C)c2)c1,7.9,2,0.4525483399593908,7.58,8.22,2021,2021,1,2,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.6400000000000006
C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(N)c(=O)n(C)c2)c1,6.92,1,0.0,6.92,6.92,2021,2021,1,1,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.0
C=CS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cc(NC)c(=O)n(C)c2)c1,7.65,4,0.03464101615137715,7.62,7.68,2021,2021,1,2,O=c1ccc(-c2ccccc2Oc2ccccc2)c[nH]1,0.05999999999999961
